Timestamp,Error Code,Error String,Mean Current,Mean Error,T,P,H,valve,flow set,flow read,syncro err flag,syncro time,Vset,Vmon,Imon,Status flag,Power,Error Message
2022-12-02_00:00:04,0,"No error",-1.343539E-09,9.086893E-12,291.94,96055,1.90,1,3.04,2.98,0, -17, 3276.200000, 3275.900000, 668.730000, 1, 1, , 16766.398584, 20341.092393, 29.835020, 20341.092393, 0.000000, 0.669277, 0
2022-12-02_00:00:34,0,"No error",-1.338447E-09,9.931909E-12,291.94,96060,1.90,1,2.99,3.05,0, -17, 3276.200000, 3275.900000, 668.730000, 1, 1, , 16702.852464, 20274.173661, 29.851807, 20307.633027, 33.459366, 0.802272, 0
2022-12-02_00:01:04,0,"No error",-1.364722E-09,8.216315E-12,291.94,96054,1.90,1,3.03,2.98,0, -17, 3276.200000, 3275.900000, 668.730000, 1, 1, , 17030.758103, 20662.025064, 29.755273, 20425.763706, 169.281031, 0.254584, 0
2022-12-02_00:01:34,0,"No error",-1.362290E-09,9.295041E-12,291.94,96054,1.90,1,2.99,2.99,0, -17, 3276.200000, 3275.900000, 668.730000, 1, 1, , 17000.403173, 20624.924519, 29.764428, 20475.553909, 170.085989, 0.083700, 0
2022-12-02_00:02:04,0,"No error",-1.351219E-09,9.558940E-12,291.94,96054,1.90,1,2.98,3.02,0, -17, 3276.200000, 3275.900000, 668.730000, 1, 1, , 16862.258616, 20456.087056, 29.806302, 20471.660539, 152.328685, 0.100461, 0
2022-12-02_00:02:34,0,"No error",-1.347455E-09,8.552723E-12,291.94,96056,1.90,1,2.97,3.03,0, -17, 3276.200000, 3275.900000, 668.730000, 1, 1, , 16815.288827, 20403.012208, 29.819536, 20460.219150, 141.390300, 0.143955, 0
2022-12-02_00:03:04,0,"No error",-1.368474E-09,9.108034E-12,291.93,96055,1.90,1,3.01,2.96,0, -17, 3276.200000, 3275.900000, 668.730000, 1, 1, , 17077.588528, 20729.919260, 29.738561, 20498.747737, 161.375466, 0.004362, 0
2022-12-02_00:03:34,0,"No error",-1.349376E-09,8.819633E-12,291.94,96053,1.90,1,2.97,3.01,0, -17, 3276.200000, 3275.900000, 668.730000, 1, 1, , 16839.259832, 20425.812337, 29.813847, 20489.630812, 152.867963, 0.036720, 0
2022-12-02_00:04:04,0,"No error",-1.348964E-09,9.239592E-12,291.94,96050,1.90,1,2.99,3.01,0, -17, 3276.200000, 3275.900000, 668.730000, 1, 1, , 16834.133850, 20413.050573, 29.817031, 20481.121897, 146.120890, 0.067714, 0
2022-12-02_00:04:34,0,"No error",-1.346035E-09,9.558231E-12,291.94,96055,1.90,1,3.01,2.99,0, -17, 3276.200000, 3275.900000, 668.730000, 1, 1, , 16797.578988, 20379.202135, 29.825485, 20470.929921, 141.954467, 0.105086, 0
2022-12-02_00:05:04,0,"No error",-1.360404E-09,9.576246E-12,291.94,96053,1.90,1,3.02,2.99,0, -17, 3276.200000, 3275.900000, 668.730000, 1, 1, , 16976.896158, 20594.008403, 29.772070, 20496.221522, 139.069977, 0.013732, 0
2022-12-02_00:05:34,0,"No error",-1.334507E-09,7.955018E-12,291.94,96051,1.90,1,2.99,3.04,0, -17, 3276.200000, 3275.900000, 668.730000, 1, 1, , 16653.730613, 20194.822201, 29.871784, 20488.286376, 153.072276, 0.041464, 0
2022-12-02_00:06:04,0,"No error",-1.343564E-09,9.098894E-12,291.94,96048,1.90,1,3.07,2.97,0, -17, 3276.200000, 3275.900000, 668.730000, 1, 1, , 16766.751233, 20326.425240, 29.838695, 20454.726393, 148.007563, 0.161815, 0
2022-12-02_00:06:34,0,"No error",-1.343189E-09,9.059351E-12,291.94,96052,1.90,1,3.02,3.01,0, -17, 3276.200000, 3275.900000, 668.730000, 1, 1, , 16762.076730, 20329.340070, 29.837964, 20425.167948, 140.385077, 0.271298, 0
2022-12-02_00:07:04,0,"No error",-1.353977E-09,1.053130E-11,291.95,96053,1.90,1,3.01,2.96,0, -17, 3276.200000, 3275.900000, 668.730000, 1, 1, , 16896.705620, 20487.654495, 29.798446, 20428.324692, 141.396120, 0.259369, 0
2022-12-02_00:07:34,0,"No error",-1.375194E-09,9.204797E-12,291.94,96046,1.90,1,3.05,2.97,0, -17, 3276.200000, 3275.900000, 668.725000, 1, 1, , 17161.483423, 20804.128891, 29.720357, 20468.436360, 180.118639, 0.105911, 0
2022-12-02_00:08:04,0,"No error",-1.334421E-09,1.019341E-11,291.94,96050,1.90,1,2.98,2.99,0, -17, 3276.200000, 3275.900000, 668.730000, 1, 1, , 16652.667983, 20191.382743, 29.872652, 20414.582709, 174.301602, 0.290001, 0
2022-12-02_00:08:34,0,"No error",-1.352018E-09,1.013812E-11,291.94,96051,1.90,1,2.97,2.99,0, -17, 3276.200000, 3275.900000, 668.730000, 1, 1, , 16872.281293, 20461.822328, 29.804874, 20418.183708, 174.867461, 0.277459, 0
2022-12-02_00:09:04,0,"No error",-1.358036E-09,8.208490E-12,291.94,96050,1.90,1,2.99,3.04,0, -17, 3276.200000, 3275.900000, 668.725000, 1, 1, , 16947.384926, 20551.400292, 29.782621, 20432.018680, 179.330012, 0.228474, 0
2022-12-02_00:09:34,0,"No error",-1.347704E-09,9.293435E-12,291.95,96047,1.90,1,3.02,2.99,0, -17, 3276.200000, 3275.900000, 668.730000, 1, 1, , 16818.450734, 20379.091489, 29.825512, 20432.007615, 179.333274, 0.228510, 0
2022-12-02_00:10:04,0,"No error",-1.357664E-09,1.051370E-11,291.94,96048,1.90,1,2.97,3.03,0, -17, 3276.200000, 3275.900000, 668.730000, 1, 1, , 16942.742322, 20541.368618, 29.785108, 20426.743637, 175.226343, 0.248251, 0
2022-12-02_00:10:34,0,"No error",-1.347252E-09,8.545367E-12,291.95,96054,1.90,1,2.96,2.99,0, -17, 3276.200000, 3275.900000, 668.725000, 1, 1, , 16812.812965, 20387.343333, 29.823450, 20445.995750, 158.461700, 0.189187, 0
2022-12-02_00:11:04,0,"No error",-1.346362E-09,9.495213E-12,291.95,96051,1.90,1,3.05,2.97,0, -17, 3276.200000, 3275.900000, 668.725000, 1, 1, , 16801.714596, 20367.302955, 29.828460, 20450.083521, 155.829861, 0.175761, 0
2022-12-02_00:11:34,0,"No error",-1.343049E-09,9.381034E-12,291.96,96052,1.90,1,3.01,2.99,0, -17, 3276.200000, 3275.900000, 668.730000, 1, 1, , 16760.374648, 20310.692619, 29.842639, 20448.218776, 157.367571, 0.181785, 0
2022-12-02_00:12:04,0,"No error",-1.316084E-09,9.272092E-12,291.95,96050,1.91,1,3.01,3.01,0, -17, 3276.200000, 3275.900000, 668.730000, 1, 1, , 16423.870248, 19903.812583, 29.945727, 20389.834585, 225.473128, 0.336452, 0
2022-12-02_00:12:34,0,"No error",-1.339715E-09,8.873493E-12,291.95,96050,1.90,1,2.99,3.05,0, -17, 3276.200000, 3275.900000, 668.730000, 1, 1, , 16718.773724, 20263.869017, 29.854397, 20335.808597, 179.839037, 0.551251, 0
2022-12-02_00:13:04,0,"No error",-1.339309E-09,9.516545E-12,291.95,96049,1.91,1,3.04,2.97,0, -17, 3276.200000, 3275.900000, 668.730000, 1, 1, , 16713.713582, 20255.542133, 29.856490, 20342.224537, 175.668161, 0.534194, 0
2022-12-02_00:13:34,0,"No error",-1.354119E-09,9.857137E-12,291.96,96050,1.90,1,2.97,3.04,0, -17, 3276.200000, 3275.950000, 668.730000, 1, 1, , 16898.532484, 20475.013358, 29.801591, 20343.543640, 176.608286, 0.528725, 0
2022-12-02_00:14:04,0,"No error",-1.374795E-09,1.010285E-11,291.96,96049,1.90,1,3.03,3.01,0, -17, 3276.200000, 3275.900000, 668.725000, 1, 1, , 17156.560147, 20787.769872, 29.724364, 20367.180598, 214.581073, 0.415022, 0
2022-12-02_00:14:34,0,"No error",-1.357392E-09,8.523811E-12,291.96,96047,1.91,1,3.04,2.96,0, -17, 3276.200000, 3275.900000, 668.730000, 1, 1, , 16939.390855, 20518.352256, 29.790819, 20381.106674, 219.367731, 0.367797, 0
2022-12-02_00:15:04,0,"No error",-1.367389E-09,9.252538E-12,291.96,96049,1.90,1,2.99,3.05,0, -17, 3276.200000, 3275.900000, 668.725000, 1, 1, , 17064.152366, 20674.979949, 29.752080, 20394.467807, 232.403620, 0.317636, 0
2022-12-02_00:15:34,0,"No error",-1.348286E-09,1.017316E-11,291.96,96052,1.90,1,2.99,3.04,0, -17, 3276.200000, 3275.900000, 668.725000, 1, 1, , 16825.754792, 20390.508835, 29.822659, 20394.784358, 232.395856, 0.316688, 0
