Timestamp,Error Code,Error String,Mean Current,Mean Error,T,P,H,valve,flow set,flow read,syncro err flag,syncro time,Vset,Vmon,Imon,Status flag,Power,Error Message
2022-11-30_00:00:04,Start_run
2022-11-30_00:00:04,0,"No error",-5.322131E-10,3.838116E-12,293.03,95928,2.37,1,3.03,2.97,0, -17, 3276.200000, 3275.950000, 668.695000, 1, 1, , 6632.532796, 7558.284987, 34.878315, 7558.284987, 0.000000, 54.507106, 1
2022-11-30_00:00:34,0,"No error",-5.385904E-10,3.583557E-12,293.02,95930,2.37,1,2.99,3.05,0, -17, 3276.200000, 3275.950000, 668.690000, 1, 1, , 6712.009995, 7653.887123, 34.814284, 7606.086055, 47.801068, 53.237584, 1
2022-11-30_00:01:04,0,"No error",-5.349022E-10,4.022480E-12,293.03,95931,2.37,1,3.03,2.98,0, -17, 3276.200000, 3275.950000, 668.695000, 1, 1, , 6666.047681, 7599.007210, 34.850942, 7603.726440, 39.171805, 53.591268, 1
2022-11-30_00:01:34,0,"No error",-5.373559E-10,3.959430E-12,293.03,95932,2.37,1,2.98,3.02,0, -17, 3276.200000, 3275.950000, 668.690000, 1, 1, , 6696.628401, 7634.830943, 34.826983, 7611.502566, 36.499687, 53.652708, 1
2022-11-30_00:02:04,0,"No error",-5.401410E-10,3.510444E-12,293.03,95929,2.37,1,2.96,3.02,0, -17, 3276.200000, 3275.950000, 668.690000, 1, 1, , 6731.338170, 7672.257083, 34.802072, 7623.653469, 40.698397, 53.452217, 1
2022-11-30_00:02:34,0,"No error",-5.338943E-10,3.420943E-12,293.03,95927,2.37,1,3.02,3.05,0, -17, 3276.200000, 3275.950000, 668.690000, 1, 1, , 6653.491739, 7581.519070, 34.862679, 7616.631069, 40.334478, 53.494962, 1
2022-11-30_00:03:04,0,"No error",-5.378334E-10,4.237910E-12,293.03,95929,2.37,1,3.02,2.97,0, -17, 3276.200000, 3275.950000, 668.695000, 1, 1, , 6702.582885, 7639.311742, 34.823994, 7619.871165, 38.176556, 53.559790, 1
2022-11-30_00:03:34,0,"No error",-5.339684E-10,3.958092E-12,293.03,95929,2.37,1,2.98,2.99,0, -17, 3276.200000, 3275.950000, 668.695000, 1, 1, , 6654.418543, 7584.130823, 34.860925, 7615.403622, 37.616231, 53.598051, 1
2022-11-30_00:04:04,0,"No error",-5.339565E-10,3.985564E-12,293.04,95932,2.37,1,2.98,3.03,0, -17, 3276.200000, 3275.950000, 668.695000, 1, 1, , 6654.271627, 7583.323380, 34.861467, 7611.839151, 36.870101, 53.638677, 1
2022-11-30_00:04:34,0,"No error",-5.304655E-10,3.566391E-12,293.04,95931,2.37,1,2.98,2.96,0, -17, 3276.200000, 3275.950000, 668.690000, 1, 1, , 6610.768339, 7532.718976, 34.895575, 7603.927134, 42.271316, 53.474009, 1
2022-11-30_00:05:04,0,"No error",-5.338296E-10,4.230703E-12,293.04,95933,2.37,1,3.02,2.97,0, -17, 3276.200000, 3275.950000, 668.690000, 1, 1, , 6652.693704, 7582.290677, 34.862161, 7606.327703, 40.244185, 53.541102, 1
2022-11-30_00:05:34,0,"No error",-5.402720E-10,4.464911E-12,293.04,95929,2.37,1,3.07,3.01,0, -17, 3276.200000, 3275.950000, 668.695000, 1, 1, , 6732.981415, 7671.139190, 34.802814, 7608.052909, 42.549749, 53.446051, 1
2022-11-30_00:06:04,0,"No error",-5.406401E-10,3.407161E-12,293.04,95927,2.37,1,3.04,3.01,0, -17, 3276.200000, 3275.950000, 668.695000, 1, 1, , 6737.570757, 7674.825412, 34.800367, 7615.634729, 46.804609, 53.240958, 1
2022-11-30_00:06:34,0,"No error",-5.373441E-10,3.410262E-12,293.05,95931,2.36,1,3.01,3.01,0, -17, 3276.200000, 3275.950000, 668.695000, 1, 1, , 6696.497067, 7627.932772, 34.831588, 7614.944912, 46.566837, 53.253903, 1
2022-11-30_00:07:04,0,"No error",-5.371577E-10,3.827702E-12,293.04,95933,2.37,1,3.01,2.99,0, -17, 3276.200000, 3275.950000, 668.695000, 1, 1, , 6694.175418, 7629.816142, 34.830330, 7610.700818, 42.943042, 53.419641, 1
2022-11-30_00:07:34,0,"No error",-5.273806E-10,4.002576E-12,293.05,95932,2.37,1,3.05,2.96,0, -17, 3276.200000, 3275.950000, 668.695000, 1, 1, , 6572.332658, 7486.535112, 34.926905, 7601.202423, 56.660746, 52.842514, 1
2022-11-30_00:08:04,0,"No error",-5.343766E-10,3.798330E-12,293.05,95929,2.36,1,3.04,3.01,0, -17, 3276.200000, 3275.950000, 668.695000, 1, 1, , 6659.520467, 7584.044408, 34.860983, 7595.675689, 55.354341, 52.930193, 1
